紹介ID	紹介日	紹介時間	AL店舗番号	AL店舗名	担当者	統括エリア	都道府県	東西	最新ステータス	契約時間	契約サービス	光サービス	ISP申込	ひかり電話	ウィルスクリア	リモートサポート	無線ルータ	契約日	コミュファ光	ひかりTVパー	無料PC申込
1843599981	05-Aug-13	B(12-14)	w466	株式会社ハウスパートナー青戸店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599982	05-Aug-13	B(12-14)	w456	ハウス・トゥ・ハウス・ネットサービス株式会社　川口店	ハウス・トゥ		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599983	05-Aug-13	B(12-14)	w451	ハウス・トゥ・ハウス・ネットサービス株式会社　大山店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599984	05-Aug-13	B(12-14)	w482	ハウス・トゥ・ハウス・ネットサービス株式会社　日暮里店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599985	05-Aug-13	C(14-16)	e4062	株式会社エイブル 　湘南辻堂店	エイブル	神奈川南	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599986	05-Aug-13	C(14-16)	e2061	株式会社エイブル 　秋津店	エイブル	埼玉	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599987	05-Aug-13	C(14-16)	e2057	株式会社エイブル 　国分寺店	エイブル	東京西	東京都	東	NG			2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）				未入力	
1843599988	05-Aug-13	C(14-16)	e7006	株式会社エイブル 　県庁市役所前店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599989	05-Aug-13	C(14-16)	e6007	株式会社エイブル 　大宮西口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599990	05-Aug-13	C(14-16)	e1064	株式会社エイブル 　祐天寺店	エイブル	東京南	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599991	05-Aug-13	C(14-16)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599993	05-Aug-13	C(14-16)	w495	株式会社ハウスパートナー竹ノ塚店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599994	05-Aug-13	C(14-16)	w200	株式会社ハウスパートナー 南柏店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599995	05-Aug-13	D(16-18)	w203	株式会社ハウスパートナー新松戸店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599996	05-Aug-13	D(16-18)	w496	株式会社ワンステップハウス　蕨店	既存店		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599997	05-Aug-13	D(16-18)	w206	株式会社ハウスパートナー柏西口店	ハウパ		千葉県	東	アポ			未入力	未入力	未入力	未入力	未入力				未入力	
1843599998	05-Aug-13	D(16-18)	w228	株式会社ハウスパートナー亀有店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599999	05-Aug-13	D(16-18)	e3006	株式会社エイブル 　稲毛店	エイブル	千葉	千葉県	東	契約	D(16-18)	フレッツ光	2R(HF)	OCN（2年割）	未入力	3B（ネ）	3C（ネ）	光ポータブル	2013/8/5	アサト	案内了承	
1843600002	05-Aug-13	D(16-18)	e2061	株式会社エイブル 　秋津店	エイブル	埼玉	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600003	05-Aug-13	D(16-18)	e2066	株式会社エイブル 　福生西口駅前店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600004	05-Aug-13	D(16-18)	e6036	株式会社エイブル 　上尾店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600005	05-Aug-13	D(16-18)	e6032	株式会社エイブル 　飯能店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600006	05-Aug-13	D(16-18)	e6009	株式会社エイブル 　川口キュポ・ラ店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600007	05-Aug-13	D(16-18)	e3031	株式会社エイブル 　柏西口店	エイブル	千葉	千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600008	05-Aug-13	D(16-18)	e4050	株式会社エイブル 　中央林間店	エイブル	神奈川西	神奈川県	東	契約	A(10-12）	フレッツ光	2R(HF)	OCN（2年割）	未入力	3B（ネ）	3C（ネ）	有線	2013/8/6	サダ	不可	特典なし
1843600009	05-Aug-13	D(16-18)	g4006	株式会社エイブル 　六甲道店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600010	05-Aug-13	D(16-18)	g2006	株式会社エイブル 　桂店	エイブル西	京都	京都府	西	契約	E(18-20)	フレッツ光	3M（ネ_隼）	OCN（2年割）	未入力	ウィルス無	3C（ネ）		2013/8/5	カワイ	案内了承	特典なし
1843600011	05-Aug-13	D(16-18)	g4011	株式会社エイブル 　西明石店	エイブル西	兵庫西	兵庫県	西	契約	A(10-12）	eo光	未入力	未入力	未入力	未入力	未入力		2013/8/16	ヤマダ	未入力	
1843600012	05-Aug-13	D(16-18)	g4006	株式会社エイブル 　六甲道店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600013	05-Aug-13	E(18-20)	g5016	株式会社エイブル 　博多駅前店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600014	05-Aug-13	E(18-20)	g5021	株式会社エイブル 　薬院店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600015	05-Aug-13	E(18-20)	w201	株式会社ハウスパートナー綾瀬店	ハウパ		東京都	東	契約	E(18-20)	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	HS（Bﾌﾚ）	HY（Bﾌﾚ）		27-Aug-13	アサト	案内了承	特典なし
1843600016	05-Aug-13	E(18-20)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600017	05-Aug-13	E(18-20)	w191	株式会社ハウスパートナー 松戸店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600018	05-Aug-13	E(18-20)	w206	株式会社ハウスパートナー柏西口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600019	05-Aug-13	E(18-20)	f007	アエラス代々木店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600020	05-Aug-13	E(18-20)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600021	05-Aug-13	E(18-20)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600022	05-Aug-13	E(18-20)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600023	05-Aug-13	E(18-20)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600024	05-Aug-13	E(18-20)	i000	株式会社エリッツホールディングス	既存店（西）		京都府	西	契約	E(18-20)	フレッツ光	RW（ﾌﾟﾚV）	OCN（2年割）	未入力	ウィルス無	BK（ﾌﾟﾚ）		2013/8/6	ハセガワ	案内了承	特典なし
1843600025	05-Aug-13	F(20-LAST)	w191	株式会社ハウスパートナー 松戸店	ハウパ		埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600027	05-Aug-13	F(20-LAST)	w505	株式会社ハウスパートナー 八柱店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600028	05-Aug-13	F(20-LAST)	w202	株式会社ハウスパートナー北千住店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600029	05-Aug-13	F(20-LAST)	w191	株式会社ハウスパートナー 松戸店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600030	05-Aug-13	F(20-LAST)	w206	株式会社ハウスパートナー柏西口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600031	05-Aug-13	F(20-LAST)	w206	株式会社ハウスパートナー柏西口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600032	05-Aug-13	F(20-LAST)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600033	05-Aug-13	F(20-LAST)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600034	05-Aug-13	F(20-LAST)	w204	株式会社ハウスパートナー金町店	ハウパ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600035	05-Aug-13	F(20-LAST)	f013	ソレイユ新宿店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600036	05-Aug-13	F(20-LAST)	f027	プライム蒲田店	既存店	アエラスグループ	神奈川県	東	契約	B(12-14）	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	客意NG	無線	2013/8/6	カシムラ	不可	特典なし
1843600037	05-Aug-13	F(20-LAST)	f027	プライム蒲田店	既存店	アエラスグループ	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600038	05-Aug-13	F(20-LAST)	f008	ソレイユ高田馬場店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600039	05-Aug-13	F(20-LAST)	f002	アエラス池袋西口店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600040	05-Aug-13	F(20-LAST)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600041	05-Aug-13	F(20-LAST)	f024	アエラス王子店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600042	05-Aug-13	F(20-LAST)	w453	ハウス・トゥ・ハウス・ネットサービス株式会社　板橋東口店	ハウス・トゥ		東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600043	05-Aug-13	F(20-LAST)	w205	株式会社ハウスパートナー柏東口店	ハウパ		千葉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600044	05-Aug-13	F(20-LAST)	f020	プライム中野店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600045	05-Aug-13	F(20-LAST)	e4031	株式会社エイブル 　中山店	エイブル	神奈川西	神奈川県	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）		12-Aug-13	シカダ	案内了承	特典なし
1843600046	05-Aug-13	F(20-LAST)	e2014	株式会社エイブル 　新宿西口店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600047	05-Aug-13	F(20-LAST)	e2003	株式会社エイブル 　十条店	エイブル	東京北	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600048	05-Aug-13	F(20-LAST)	e2059	株式会社エイブル 　ひばりケ丘店	エイブル	東京北	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600049	05-Aug-13	F(20-LAST)	g1004	株式会社エイブル 　春日井店	エイブル西	東海北	愛知県	西	契約	B(12-14）	フレッツ光	3L（HF_隼）	OCN（2年割）	未入力	ウィルス無	3C（ネ）	光ポータブル	2013/8/10	タカハタ	案内了承	特典なし
1843600050	05-Aug-13	F(20-LAST)	g1016	株式会社エイブル 　黒川店	エイブル西	東海北	愛知県	西	契約	E(18-20)	auひかり	未入力	未入力	未入力	未入力	未入力		2013/8/8	カワイ	未入力	
1843600051	05-Aug-13	F(20-LAST)	g5021	株式会社エイブル 　薬院店	エイブル西	福岡南	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600052	05-Aug-13	F(20-LAST)	g5001	株式会社エイブル 　横川店	エイブル西	広島	広島県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600053	05-Aug-13	F(20-LAST)	g5020	株式会社エイブル 　新宮店	エイブル西	福岡北	福岡県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600054	05-Aug-13	F(20-LAST)	g1019	株式会社エイブル 　天白店	エイブル西	東海北	愛知県	西	契約	B(12-14）	フレッツ光	3N（ネ_隼ミニ）	無	未入力	ウィルス無	3C（ネ）		2013/8/25	タカハタ	不可	特典なし
1843600056	05-Aug-13	F(20-LAST)	g4002	株式会社エイブル 　六甲店	エイブル西	兵庫西	兵庫県	西	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843600057	05-Aug-13	F(20-LAST)	e7006	株式会社エイブル 　県庁市役所前店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599807	04-Aug-13	A(10-12)	e5007	株式会社エイブル 　琴似店	エイブル	札幌	北海道	東	契約	B(12-14）	フレッツ光	81（Bﾌﾚ）	OCN（2年割）	未入力	HS（Bﾌﾚ）	HY（Bﾌﾚ）	無線	2013/8/15	シカダ	案内了承	特典なし
1843599808	04-Aug-13	A(10-12)	e2020	株式会社エイブル 　高円寺店	エイブル	東京西	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599809	04-Aug-13	A(10-12)	e4034	株式会社エイブル 　青葉台店	エイブル	神奈川西	神奈川県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599810	04-Aug-13	A(10-12)	e6010	株式会社エイブル 　川口店	エイブル	埼玉	埼玉県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599811	04-Aug-13	A(10-12)	e7001	株式会社エイブル 　仙台駅前店	エイブル	仙台	宮城県	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
1843599812	04-Aug-13	A(10-12)	e2056	株式会社エイブル 　武蔵小金井店	エイブル	東京西	東京都	東	契約	E(18-20)	フレッツ光	2S(ﾈ光）	OCN（2年割）	未入力	3B（ネ）	3C（ネ）	有線	2013/8/4	フジワラミドリ	案内了承	特典なし
1843599813	04-Aug-13	A(10-12)	f012	ソレイユ十条店	既存店	アエラスグループ	東京都	東	NG			未入力	未入力	未入力	未入力	未入力				未入力	
